Company Name,Year,Months,Total income,Total liabilities,Total assets,Profit after tax,Total expenses,Indirect taxes,Rent & lease rent,Sales,Income from financial services,Other income
D Pauls Capitals Ltd.,31-03-2011,12,4.9,90.2,90.2,2.2,2.7,,,,4.9,
D S C Ltd.,31-03-2023,12,10,2147,2147,-50.3,60.3,0.2,,,10,
D S E Estates Ltd.,31-03-2024,12,46.7,1007,1007,18.5,28.2,1.1,,0.1,46.6,
D S Group Hospitality Pvt. Ltd.,31-03-2023,12,1.5,2108.3,2108.3,-161.3,162.8,,0.5,,1.5,
D S J Finance Corpn. Ltd.,30-06-1997,12,70.6,501.2,501.2,-229,299.6,0.7,5.1,,68.7,0.5
D S Kulkarni Developers Ltd.,31-03-2024,12,282.4,9471.9,9471.9,-88.8,371.2,,,,282.4,
D S M Hi-Tech Products Ltd. [Merged],30-09-2006,12,0.3,37.8,37.8,0.2,0.1,,,,0.3,
D S N Securities Pvt. Ltd.,31-03-2023,12,13.6,113.9,113.9,3.8,9.8,,,,10,3.6
D S P Finance Pvt. Ltd.,31-03-2023,12,549.8,12857.1,12857.1,422.6,127.2,,,,549.8,
D S P Merrill Lynch Capital Ltd. [Merged],31-03-2017,12,1030.3,17676.2,17676.2,587.7,442.6,5.7,,,1025.7,0.5
D S P Merrill Lynch Securities Trdg. Ltd. [Merged],31-03-2010,12,559.5,5015,5015,183,376.5,,,,554.3,5.2
D S P Pension Fund Managers Pvt. Ltd.,31-03-2022,12,10.9,375,375,11.8,-0.9,,,,10.9,
D S S Buildtech Pvt. Ltd.,31-03-2022,12,11.5,3361.9,3361.9,0.8,10.7,,3.4,,11.5,
D V C Emta Coal Mines Ltd.,31-03-2022,12,0.2,3424.2,3424.2,0.1,0.1,,,,0.2,
D1 Williamson Magor Bio Fuel Ltd.,31-03-2023,12,,875.1,875.1,-0.8,0.8,0.1,,,,
Dada Dhuniwale Khandwa Power Ltd.,31-03-2013,12,7.6,461.3,461.3,5.2,2.4,,,,7.6,
"Dadra & Nagar Haveli, Daman & Diu Scst Obc & Min. Fin & Devp. Corpn. Ltd.",31-03-2013,12,8.9,96.1,96.1,0.6,8.3,,,,8.9,
Dae Real Estates Pvt. Ltd. [Merged],31-03-2022,12,,128.5,128.5,-0.2,0.2,,0.2,,,
Daga International Ltd.,31-03-2023,12,0.5,399.9,399.9,0,0.5,,,,0.5,
Daga Leasing & Finance Ltd.,31-03-2021,12,,1.3,1.3,,,,,,,
Dai-Ichi Gosei Chemicals (India) Ltd.,31-03-2024,12,,0.1,0.1,,,,,,,
Daikaffil Chemicals India Ltd.,31-03-2024,12,7.1,122.9,122.9,-19,26.1,0.3,0.2,,6.1,
Daimler Financial Services India Pvt. Ltd.,31-03-2023,12,6613.3,75957,75957,1152.3,5461,189.9,,19.3,5341.2,4.7
Daiwa Portfolio Advisory (India) Pvt. Ltd.,31-03-2023,12,10.2,523.8,523.8,-7.8,18,,2.8,,10.1,
Dakshineswar Investments Ltd. [Merged],30-06-1997,12,1.2,78.1,78.1,-17.4,18.6,,,,1.2,
Dalal Street Investments Ltd.,31-03-2024,12,11.3,86.4,86.4,1.2,10.1,,0.1,7.8,3.4,
Dalal Street Securities Pvt. Ltd.,31-03-2023,12,10.2,28.1,28.1,3.5,6.7,0.1,,6.8,3.4,
Dalhousie Holdings Ltd.,31-03-2023,12,52,80.4,80.4,36.3,15.7,,,,45.9,
Dalmia Cement Ventures Ltd. [Merged],31-03-2012,12,33.5,1931.6,1931.6,-369,402.5,,,,33.5,
Dalmia Finance Ltd.,31-03-2023,12,3,308.8,308.8,2.3,0.7,,,,3,
Dalmia Group Udyog Ltd.,31-03-2008,12,3.9,41.5,41.5,2.8,1.1,,,,3.9,
Dalmia Housing Finance Ltd.,31-03-2023,12,0.3,32.2,32.2,0.3,,,,,,0.3
Dalmia Minerals & Properties Ltd.,31-03-2023,12,0.1,538.2,538.2,-0.6,0.7,,,,0.1,
Dalmia Power Ltd.,31-03-2024,12,543.8,11897.3,11897.3,425,118.8,,,,543.8,
Dalmia Promoters & Developers Pvt. Ltd.,31-03-2024,12,,81,81,-0.2,0.2,,,,,
Dalmia Securities Pvt. Ltd.,31-03-2023,7,40,453.6,453.6,1,39,0.2,0.3,0.5,21.8,10.4
Dalmia Sugar Ventures Ltd.,31-03-2022,12,,0,,-0.1,0.1,,,,,
Dalp Trading & Mfg. Ltd.,31-03-2012,12,6.8,22.5,22.5,3.8,2.9,,,2.2,4.6,
Dam Capital Advisors Ltd.,31-03-2024,12,1817.7,2129.4,2129.4,702.9,1114.8,3.4,,1243.6,568.2,
Daman Entertainment Pvt. Ltd. [Merged],31-03-2022,12,,5.6,5.6,-0.1,0.1,,,,,
Daman Ganga Holdings Pvt. Ltd.,31-03-2022,12,,13.1,13.1,,,,,,,
Daman Ganga Papers Ltd.,31-03-2023,12,0.5,48.3,48.3,-9,9.5,0.4,,,0.5,
Damani Financial Services Pvt. Ltd.,31-03-2023,12,39.6,207.3,207.3,9.8,29.8,,,,28.9,10.7
Damania Capital Markets Ltd.,30-06-1996,15,106,507.3,507.3,-144.4,250.4,,38.7,,87.8,
Damascus Investment & Trdg. Co. Ltd. [Merged],31-03-2010,12,7.5,285.8,285.8,3.2,4.3,,,,7.4,
Damodar Modi Finance Ltd.,31-03-2013,12,,25.1,25.1,-0.1,0.1,,,,,
Dandekar Inks & Adhesives Ltd.,31-03-2011,12,3,16.7,16.7,1.3,1.7,,0.3,1,2,
Dandona Finance Ltd.,31-03-2023,12,110.6,734,734,15.6,95,,0.5,,110.1,
Dandvati Investments & Trdg. Co. Pvt. Ltd.,31-03-2023,12,0.9,186.2,186.2,-0.3,1.2,,,,0.9,
Danone (India) Pvt. Ltd.,31-03-2022,12,,2.1,2.1,-1,1,,,,,
Danone Foods & Beverages India Pvt. Ltd.,31-03-2023,12,8.7,108.4,108.4,2,6.7,,,,4.6,4.1
Dar Credit & Capital Ltd.,31-03-2024,12,329.1,2372,2372,37.4,291.7,1,3.2,0.9,326.2,1.5
Darashaw & Co. Pvt. Ltd.,31-03-2023,12,752.1,3253.5,3253.5,8.2,743.9,8,6.8,,724.6,
Darashaw Securities Pvt. Ltd.,31-03-2023,12,8.9,98.9,98.9,1.9,7,0.4,,8.9,,
Darbhanga Marketing Co. Ltd. [Merged],31-03-2007,12,48.3,305.8,305.8,44.5,3.8,,,,48.3,
Dare Ventures Ltd.,31-03-2023,12,0.5,538.3,538.3,0.3,0.2,,,,0.5,
Darjeeling Ropeway Co. Ltd.,31-03-2024,12,,93.9,93.9,-0.4,0.4,,,,,
Dark Horse Portfolio Invst. Pvt. Ltd.,31-03-2023,12,69.3,821.7,821.7,45.5,23.8,,,7.8,61.5,
Darsanand Ltd.,31-03-2023,12,0.8,120.9,120.9,-61.3,62.1,0.7,,0.8,,
Darshan Housing & Infrastructure Ltd.,31-03-2014,12,0.1,34.8,34.8,-0.3,20.4,,,,0.1,
Darshita India Happy Homes Pvt. Ltd. [Merged],31-03-2016,12,167.4,1800.8,1800.8,111.8,55.6,,1.3,,167.4,
Dart Electronics Ltd.,31-03-2009,12,,6.8,6.8,-3.1,3.1,,0.1,,,
Dartmour Holdings Pvt. Ltd.,31-03-2023,12,1724.9,3475.3,3475.3,1166,558.9,,,,1724.9,
Darwin Platform Capital Ltd.,31-03-2021,12,0.8,22442.5,22442.5,0,0.8,,,,0.8,
Das Lagerwey Windturbines Ltd.,31-03-2022,12,,3.4,3.4,,,,,,,
Dastur Infoscience Pvt. Ltd.,31-03-2009,12,0.7,57.1,57.1,-4.4,5.1,,,,0.6,
Dasve Retail Ltd.,31-03-2018,12,17.4,561.5,561.5,-222.7,240.1,0.2,0.9,5.5,,0.1
Data Infrastructure Trust,31-03-2024,12,43030,300004,300004,41849,1181,1,1,,41460,
Data Quest Infotech & Enterprises Ltd.,31-03-2010,12,,3.8,3.8,-2.6,2.6,,1.3,,,
Dataline & Research Technologies (India) Ltd.,31-03-2022,12,,0,,-0.1,0.1,,,,,
Datanet Ecommerce Services Pvt. Ltd. [Merged],31-03-2012,12,0.3,3.4,3.4,0.1,0.2,,,,0.3,
Datasoft Infotech (India) Pvt. Ltd.,31-03-2023,12,12,105.5,105.5,-1.5,13.5,,,10.3,,1.7
Datson Exports Ltd.,31-03-2022,12,199.9,260.8,260.8,0.2,199.7,0.2,,0.4,199.5,
Datt Enterprises Pvt. Ltd.,31-03-2023,12,19.7,370.3,370.3,2.7,17,0.5,0.5,,17.6,
Datum Securities Ltd.,31-03-2014,12,3.6,318,318,0.2,3.4,,,,3.4,
Daulat Securities Ltd.,31-03-2024,12,63.2,246.5,246.5,34.9,28.3,,,0.1,63.1,
Daurala Foods & Beverages Pvt. Ltd.,31-03-2024,12,9.4,140.9,140.9,6.3,3.1,,,,9.4,
Dax Networks Ltd.,31-03-2016,12,7.8,86.6,86.6,2.9,8,0.5,0.3,,0.1,
Daya Savings & Leasing Ltd.,31-03-2022,12,0.1,34.3,34.3,0.1,,,,,,0.1
Dayal Finsec Ltd.,31-03-2023,12,20,471.4,471.4,7.6,12.4,,,,19.9,
Dayanidhi Vyapaar Ltd.,31-03-2023,12,,491.6,491.6,0,,,,,,
Daykon Financial Services Ltd.,31-03-2009,12,,0,,-0.3,0.3,,,,,
Dazzel Confindive Ltd.,31-03-2022,12,0.5,208.3,208.3,0.1,0.4,,,,0.1,0.4
Dealmoney Distribution & Advisory Services Pvt. Ltd. [Merged],31-03-2021,12,5.9,122.9,122.9,-4.2,10.1,,,0.7,5.1,0.1
Deber Technologies Pvt. Ltd.,31-03-2023,12,12.7,448.9,448.9,9.4,3.3,,,,12.7,
Debikay Information Technology Ltd.,31-03-2001,12,1.5,19.4,19.4,0.5,1,,,,1.2,
Deccan Alloys Pvt. Ltd.,31-03-2023,12,6.8,115.3,115.3,-0.4,7.2,0.1,,2.2,4.6,
Deccan Aqua Ltd.,31-03-2022,12,,20.4,20.4,,,,,,,
Deccan Bearings Ltd.,31-03-2024,12,0.4,2.8,2.8,-1.8,2.2,,0.1,,0.4,
Deccan Exploration Services Pvt. Ltd.,31-03-2023,12,2.9,442.3,442.3,0.6,2.3,,0.4,,2.9,
Deccan Finance Ltd.,31-03-2023,12,204.7,993.2,993.2,-6.7,211.4,0.3,3.7,,199,
Deccan Finvest Pvt. Ltd.,31-03-2014,12,0.4,5.4,5.4,0.2,0.2,,,,0.4,
Deccan Gold Mines Ltd.,31-03-2024,12,2.5,3242,3242,-99.9,102.4,2.4,0.3,,2.5,
Deccan Infrastructure & Land Holdings Ltd.,31-03-2010,12,1.4,32070.1,32070.1,-26.3,27.7,0.1,1.2,,1.4,
Deccan Merchants Co-Op. Bank Ltd.,31-03-2006,12,154.6,1885.2,1885.2,15.7,138.9,,3.4,0.1,145.6,8.9
Deccan Polypacks Ltd.,31-03-2024,12,0.2,0.6,0.6,-0.5,0.7,,,,,
Deccan Syntex Ltd.,31-03-2022,12,,0.3,0.3,,,,,,,
Decillion Finance Ltd.,31-03-2024,12,10,143.9,143.9,-0.3,10.3,,,,10,
Decimus Financial Ltd.,31-03-2023,12,4.1,117.4,117.4,0.1,4,,0.6,,4.1,
Decorative Leasing & Finance Ltd.,31-03-2003,12,0.1,7.9,7.9,0,0.1,,,,0.1,
Dee Kartavya Finance Ltd.,31-03-2019,12,7.6,239.6,239.6,-0.9,8.5,,0.2,,7.5,
Dee Mohit Tar Pvt. Ltd.,31-03-2022,12,0.1,5.8,5.8,0,0.1,,,,0.1,
Deedi Financial Services Pvt. Ltd.,31-03-2023,12,8.9,52.5,52.5,2.7,6.2,,,,7.5,
Deejay Leasing Co. Ltd.,31-03-2000,12,4.9,144.6,144.6,-1.3,6.2,0.1,,,3.8,
Deeksha Holding Ltd.,31-03-2023,12,116.5,1650.7,1650.7,66.6,49.9,,0.7,16.6,80.4,19.3
Deepa Trade & Commerce Ltd.,31-03-2022,12,0.6,17.9,17.9,0.4,0.2,,,,0.6,
Deepak Aerosols Pvt. Ltd.,31-03-2022,12,,12.4,12.4,,,,,,,
Deepak Agro Solutions Ltd. [Merged],31-03-2022,12,1.5,66.7,66.7,1.1,0.4,,,,1.5,
Deepak Aviation Ltd.,31-03-2012,12,3.2,26.3,26.3,0.8,2.4,,,1.3,1.9,
Deepak Gears Pvt. Ltd. [Merged],31-03-2020,12,0.1,1.1,1.1,0.1,,,,,0.1,
Deepak Refineries Ltd.,31-03-2000,12,,1.4,1.4,,,,,,,
Deepali Finlease Ltd.,31-03-2009,12,,0.6,0.6,,,,,,,
Deepesh Properties Pvt. Ltd.,31-03-2024,12,1,145.4,145.4,0.5,0.5,,,,,
Deepika Leasing & Finance Ltd.,31-03-1996,12,9.4,72.9,72.9,2.1,7.3,0.1,0.2,,9.4,
Deepjyoti Textiles Ltd.,31-03-2024,12,61,82.8,82.8,23.5,37.3,,0.4,28.8,32.2,
Deeplok Financial Services Ltd.,31-03-2024,12,88.2,1012.2,1012.2,64.2,24,,,,88.2,
Deeplok Securities Ltd.,31-03-2023,12,84.3,1211.2,1211.2,37.6,46.7,0.5,,1.8,82.5,
Deepmala Commodities Ltd.,31-03-2023,12,0.3,584.3,584.3,0,0.3,0.2,,,0.3,
Deepshikha (Impex) Ltd.,31-03-2009,12,,6.1,6.1,-0.1,0.1,,,,,
Deevee Commercials Ltd.,31-03-2023,12,26.6,2206.9,2206.9,6.4,20.2,,,,26.6,
Deft Organics Ltd.,31-03-2023,12,380.8,206.2,206.2,15.5,346.5,,0.2,379.3,0.6,0.5
Dejoo Valley Invst. Co. Ltd.,31-03-2007,12,8.1,156.4,156.4,5.8,2.3,,,,8.1,
Delage Finance & Investments Pvt. Ltd.,31-03-1997,12,30.9,344.7,344.7,8.8,22.1,,0.7,,29.9,
Delfin Finance Pvt. Ltd.,31-03-2023,12,23.5,145.7,145.7,6.8,16.7,,,,23.5,
Delfin International Ltd.,31-03-2023,12,0.6,34.6,34.6,0.2,0.4,,,,0.6,
Delhi Airport Metro Express Pvt. Ltd.,31-03-2023,12,,28490.1,28490.1,-103.5,103.5,,0.1,,,
Delhi Aviation Services Pvt. Ltd.,31-03-2023,12,13.9,312.9,312.9,-75,88.9,,0.1,,12.5,
Delhi Financial Corpn.,31-03-2005,12,228.5,1764.4,1764.4,37.4,191.1,,3.6,,221.6,1.5
Delhi Gurgaon Super Connectivity Ltd.,31-03-2022,12,1.7,6227,6227,-1.3,3,,,,1.2,
Delhi Power Co. Ltd.,31-03-2021,12,1676.1,96273,96273,1396.4,279.7,,,,1320,
Delhi Safe Deposit Co. Ltd.,31-03-2024,12,95.3,402.2,402.2,20.4,72.3,,4.1,39.4,41.9,
Delhi Steel Tubes Inds. Ltd.,31-03-2010,12,0.2,66.4,66.4,0,0.2,,,0.2,,
Delhi Towers Ltd.,31-03-2023,12,9.4,2117.2,2117.2,8.1,1.3,,,,,4.9
Delhi Waste Mgmt. Ltd.,31-03-2023,12,40.3,411,411,-386.7,427,0.1,0.9,,28.3,5.3
Delite Commercial Ltd.,31-03-2022,12,0.1,19.7,19.7,0.1,,,,,0.1,
Delna Finance & Invst. Pvt. Ltd.,31-03-2022,12,,1.4,1.4,-9.9,9.9,,,,,
Delphi World Money Ltd.,31-03-2024,12,971.3,3915.8,3915.8,151.9,819.4,6,14.3,,968.1,1.7
Delstox Stocks & Shares Ltd.,31-03-2023,12,19.7,114.4,114.4,2.4,17.3,,,,19.6,0.1
Delta Adventures & Entertainment Pvt. Ltd. [Merged],31-03-2013,12,68.8,1084.2,1084.2,45.4,23.4,,,,68.8,
Delta Capital Market Ltd.,31-03-2023,12,2.2,57.8,57.8,1,1.2,,,,2.2,
Delta Colonizers Pvt. Ltd.,31-03-2023,12,8,220.4,220.4,0.8,7.2,,,,8,
Delta Hospitality & Leisure Pvt. Ltd. [Merged],31-03-2013,12,41.7,3457,3457,4.5,37.2,,1.4,20.5,21.2,
Delta Hospitality Pvt. Ltd. [Merged],31-03-2008,12,107.5,843.4,843.4,47,60.5,4.8,,,107.5,
Delta Impex Ltd.,31-03-2023,12,0.2,3,3,0.2,,,,,0.2,
Delta Industrial Resources Ltd.,31-03-2024,12,0.5,57.9,57.9,-0.2,0.7,,,,0.5,
Delta Investments Pvt. Ltd.,31-03-2010,12,3.2,36.8,36.8,1.2,2,,,,3.1,
Delta Leasing & Finance Ltd.,31-03-2021,12,5.5,210.4,210.4,-0.7,6.2,,,,5.5,
Delta P V Pvt. Ltd.,31-03-2023,12,0.6,241.6,241.6,-0.1,7.3,,,,0.6,
Deltaland Buildcon Pvt. Ltd.,31-03-2024,12,,46.8,46.8,-0.6,0.6,,0.1,,,
Delton Consultants Pvt. Ltd.,31-03-2023,12,,114.2,114.2,-0.3,0.3,,,,,
Delton International Ltd.,31-03-2014,12,0.6,7,7,0.5,0.1,,,,0.6,
Deltron Ltd.,31-03-2019,12,14.5,94.9,94.9,5.5,9,0.1,,2,3.8,
Den Digital Entertainment Gujarat Pvt. Ltd. [Merged],31-03-2017,12,1.4,99.3,99.3,-5.5,6.9,,,,0.3,
Den Entertainment Network Pvt. Ltd. [Merged],31-03-2017,12,15,184.8,184.8,-4.3,19.3,,,,10.2,4.8
Den Kashi Cable Network Ltd.,31-03-2024,12,0.1,11.5,11.5,-3,3.1,,,,,
Den V M Magic Entertainment Ltd. [Merged],31-03-2021,12,0.1,2.5,2.5,0,0.1,,,,0.1,
Dena Bank [Merged],31-03-2018,12,103061.5,1210177.9,1210177.9,-19231.5,122293,,2169.3,,96529.7,4433.9
Denim Fashions Ltd.,31-03-2022,12,,13.9,13.9,,,,,,,
Denise Realties Pvt. Ltd. [Merged],31-03-2016,12,210.5,1060.6,1060.6,210.5,,,,,210.5,
Denon India Ltd.,31-03-2023,12,35.8,720.9,720.9,-3.7,38.4,,,29.8,4.9,0.5
Dentax (India) Ltd.,31-03-2022,12,3.7,36.8,36.8,2.1,1.6,,0.1,0.5,3.2,
Denver Trading Co. Pvt. Ltd.,31-03-2023,12,0.1,161.3,161.3,0,0.1,,,,0.1,
Deoralia Finance Co. Ltd.,31-03-2022,12,2.4,80.4,80.4,0.3,2.1,,0.2,,2.4,
Deoria Sugar Mills Ltd. [Merged],31-03-2004,12,0.4,15.3,15.3,-0.3,0.7,,,,0.4,
Deshapriya Estates Ltd.,31-03-2023,12,8.3,81.9,81.9,4.2,4.1,0.1,,,8.2,
Deshraj Investment & Trdg. Co. Pvt. Ltd.,31-03-2017,12,0.1,6.3,6.3,0.1,,,,,0.1,
Destimoney India Services Pvt. Ltd.,31-03-2020,12,3.9,236.8,236.8,1.2,2.7,,0.1,,3.6,0.1
Destiny International Ltd.,31-03-2023,12,,45.6,45.6,,,,,,,
Destiny Securities Ltd.,31-03-2022,12,0.3,21.7,21.7,-28.7,29,,0.1,,0.3,
Detabase Finance Ltd.,31-07-2004,12,1.1,217.5,217.5,0,1.1,,,,1.1,
Deutsche Asset Mgmt. (I) Pvt. Ltd.,31-03-2023,12,47.7,1053.2,1053.2,22.4,25.3,1.6,,,36.2,
Deutsche Bank A G,31-03-2024,12,124097.7,1452348,1452348,19768.6,104329.1,,829.3,,115527,1895.2
Deutsche Equities India Pvt. Ltd.,31-03-2023,12,4101.6,62495.6,62495.6,1137.2,2964.4,28,7.6,,3654.8,446.8
Deutsche Investments India Pvt. Ltd.,31-03-2023,12,1575.4,27948.6,27948.6,98.7,1476.7,44.8,9.5,,1575.4,
Deutsche Investor Services Pvt. Ltd.,31-03-2023,12,477.8,635.1,635.1,63.4,414.4,-0.1,6.7,426.3,6.8,43.6
Deutsche Securities (India) Pvt. Ltd.,31-03-2015,12,79.9,804.5,804.5,29.5,50.4,,2.8,,63.2,
Dev Kunj Trade Enterprises Ltd.,31-03-2022,12,0.1,0.2,0.2,0,0.1,,,,,0.1
Dev Stock Broking Services Pvt. Ltd.,31-03-2011,12,0.1,18.6,18.6,0,0.1,,,,0.1,
Devanshu Infin Pvt. Ltd.,31-03-2023,12,42.4,329.7,329.7,15.9,26.5,,,,42.4,
Devata Tradelink Ltd.,31-03-2023,12,0.3,7.6,7.6,0.3,,,,,0.3,
Devbhoomi Awas Ltd.,31-03-2023,12,324.9,457.8,457.8,232.9,92,,0.5,,3.4,
Devgen Seeds & Crop Technology Pvt. Ltd.,31-03-2023,12,7.4,10.6,10.6,-25.5,32.9,0.1,,,,7.1
Devidayal Industries Ltd.,31-03-2003,12,37,1.4,1.4,-43.3,80.3,3.8,0.1,0.5,0.1,0.1
Devidoll Exports Pvt. Ltd.,31-03-2021,12,363.9,3613.3,3613.3,122.5,243.1,,,166.2,181.2,3.7
Devinsu Trading Ltd.,31-03-2024,12,8.2,153.3,153.3,4.6,3.6,,,,8.2,
Devki Cyber Securities Pvt. Ltd.,31-03-2020,12,,1.4,1.4,,,,,,,
Devkrupa Build Tech Ltd. [Merged],31-03-2019,12,,3.8,3.8,-1.9,1.9,,,,,
Devon Consolidated Services Ltd.,31-03-2003,12,0.1,2,2,0.1,,,,,0.1,
Devon Trading Ltd.,31-03-2019,12,0.7,17,17,0.4,0.3,,,,0.7,
Devona Power Distribution Ltd.,31-03-2014,12,,0.1,0.1,,,,,,,
Devona Power Ltd.,31-03-2019,12,0.2,4.2,4.2,-286.6,286.8,,,,,
Devrup Trading Ltd.,31-03-2024,12,2.5,122.6,122.6,1.7,0.8,,0.1,2.3,0.2,
Devyani Enterprises Pvt. Ltd. [Merged],31-03-2016,12,46.1,2418.4,2418.4,-87.7,133.8,1,,2.1,44,
Dew Investment Co. Pvt. Ltd.,31-03-2023,12,,50.6,50.6,,,,,,,
Dewan Motors Invst. & Finance Ltd.,31-03-2023,12,7.6,1025.2,1025.2,5.2,2.4,,,,7.6,
Dewas Soya Ltd.,31-03-2023,12,76.1,81.7,81.7,55.8,20.3,0.2,,,2.3,0.2
Dhamankhol Fintrade Pvt. Ltd. [Merged],31-03-2019,12,0.3,87.8,87.8,-2,2.3,,,,0.1,
Dhami Finance Ltd.,31-03-2023,12,6.1,47.3,47.3,1.6,4.5,,,,6,0.1
Dhan Holding Pvt. Ltd.,31-03-2022,12,1.5,29.6,29.6,-2.9,4.4,,,,1.5,
Dhana Capital & Finance Ltd.,31-03-2023,12,25.8,186.2,186.2,2.2,23.6,0.3,1.7,,24.6,0.2
Dhanada Engineering Pvt. Ltd.,31-03-2021,12,0.2,41.1,41.1,-15.4,15.6,,,,0.2,
Dhanani International Ltd.,31-03-2023,12,,647.7,647.7,-0.1,0.1,,,,,
Dhananjay International Ltd.,31-03-2011,12,,270.1,270.1,-0.1,0.1,,,,,
Dhananjay Share Traders Pvt. Ltd.,31-03-2023,12,32.6,135.1,135.1,7.1,25.5,0.4,0.4,0.4,32.1,
Dhanashree Realtors (Hubli) Ltd.,31-03-2022,12,,3.1,3.1,,,,,,,
Dhanesh Capital Services Ltd.,31-03-2017,12,46.3,395.3,395.3,6.9,39.4,,0.4,,46.3,
Dhani Loans & Services Ltd.,31-03-2024,12,3267.8,35422.1,35422.1,737.4,2530.4,4.6,35.3,,2825.5,1.7
Dhani Services Ltd.,31-03-2024,12,963.1,62550.8,62550.8,-143.8,1106.9,5,0.2,,928.1,1
Dhankari Investments Ltd. [Merged],31-03-2014,12,10.5,213.1,213.1,10.3,0.2,,0.1,,10.5,
Dhanlaxmi Bank Ltd.,31-03-2024,12,13943.2,159634.1,159634.1,578.2,13365,,497.1,,12782.1,531.9
Dhanlaxmi Cotex Ltd.,31-03-2024,12,70.5,725.8,725.8,28.9,41.6,,0.9,15.8,54.7,
Dhanlaxmi Lease Finance Ltd.,31-03-2010,12,0.2,773.6,773.6,-0.1,0.3,,,,0.2,
Dhanleela Investments & Trdg. Co. Ltd.,31-03-2023,12,0.6,212.4,212.4,0.3,0.3,,,,0.4,0.2
Dhanshree Properties Pvt. Ltd.,31-03-2012,12,12.1,2024.3,2024.3,10.9,1.2,,,,12.1,
Dhanverdhi Exports Ltd.,31-03-2023,12,0.4,54.4,54.4,-0.7,1.1,,,,,
Dhanyalakshmi Investments Ltd. [Merged],31-03-1999,12,29,29.6,29.6,-8.6,37.6,0.1,,,29,
Dharambir Manoharlal Properties Pvt. Ltd.,31-03-2023,12,118,51,51,97.6,20.4,0.4,2.9,32.4,85.6,
Dharani Finance Ltd.,31-03-2024,12,7.9,91.8,91.8,-3,10.9,,,,7.5,
Dharani Sugars & Chemicals Ltd.,31-03-2024,12,1560.8,5864.6,5864.6,1213.2,347.6,2.9,2,,1.4,0.4
Dharm Group Ltd.,31-03-2023,12,43.2,757,757,27.3,15.9,,,9.8,33.3,
Dharmayug Investments Ltd.,31-03-2023,12,182.7,4669.4,4669.4,141,41.7,,,,181.2,
Dharti Commercial Trdg. Pvt. Ltd.,31-03-2023,12,30.3,530.9,530.9,24.9,5.4,,0.3,,30.1,
Dhasabuja Breweries Pvt. Ltd.,31-03-2022,12,0.6,821,821,-95.2,95.8,7.2,0.1,,0.4,
Dhaval Commercial Ltd.,31-03-2023,12,38.8,324.4,324.4,1.2,37.6,,,,38.6,
Dhaval Exports Ltd.,31-03-2023,12,1.7,28.6,28.6,0.1,1.6,,,,1.7,
Dhaya Cyber Park Ltd.,31-03-2023,12,43,1210.9,1210.9,22.4,20.6,,,14,29,
Dhenkanal Finvest Ltd.,31-03-2023,12,6.4,166.8,166.8,4.5,1.9,,,,6.4,
Dhenu Buildcon Infra Ltd.,31-03-2024,12,,30.3,30.3,-1,1,,,,,
Dhiraj Projects Pvt. Ltd.,31-03-2022,12,0.9,20,20,0.6,0.3,,,,0.9,
Dholka Textile Park Pvt. Ltd. [Merged],31-03-2017,12,1.2,476.5,476.5,0.8,0.4,,,,1.2,
Dholpur Gas Power Ltd.,31-03-2024,12,,0,,,,,,,,
Dhoot Industrial Finance Ltd.,31-03-2024,12,2188.5,5079.6,5079.6,1480.6,707.9,,1.9,325.8,1862.2,0.5
Dhritika Holdings Ltd. [Merged],31-03-2011,12,0.1,8,8,0,0.1,,,,0.1,
Dhruv Estates Ltd.,31-03-2023,12,,9.5,9.5,-0.4,0.4,,,,,
Dhruv Realstocks Pvt. Ltd.,31-03-2022,12,0.1,3.2,3.2,0,0.1,,,,0.1,
Dhruva Capital Services Ltd.,31-03-2024,12,55.1,124.1,124.1,42.6,12.5,0.1,0.2,0.1,55,
Dhruvi Securities Ltd.,31-03-2024,12,43.9,3430.1,3430.1,1.2,42.7,0.1,,,43.6,
Dhruviya International Ltd.,31-03-2023,12,,2.4,2.4,,,,,,,
Dhule Palesner Operations & Maintenance Ltd. [Merged],31-03-2022,12,430.8,1220.4,1220.4,16.8,414,,,,341.8,
Dhunseri Infrastructure Ltd.,31-03-2023,12,,486,486,-2.9,2.9,,,,,
Dhunseri Investments Ltd.,31-03-2024,12,470,4764.8,4764.8,326.5,145,0.3,,70.4,398.4,0.6
Dhwaja Shares & Securities Pvt. Ltd.,31-03-2023,12,818.8,4209.3,4209.3,70.4,748.4,,3.3,,817.7,1.1
Dhwani Infrastructure Pvt. Ltd.,31-03-2022,12,,0,,,,,,,,
Dhyana Finstock Ltd.,31-03-2016,12,18.8,185.3,185.3,2.6,16.2,,0.1,0.7,18.1,
Diageo India Pvt. Ltd.,31-03-2023,12,101.6,2944.1,2944.1,69.7,31.9,0.2,10.8,,22.7,
Dialnet Communications Ltd.,31-03-2022,12,0.1,9.3,9.3,0,0.1,,,,,0.1
Diamant Infrastructure Ltd.,31-03-2024,12,2,222.2,222.2,-1.3,3.3,,0.2,,0.5,1.5
Diamond Commercial Enterprises Ltd.,31-03-2011,12,1,4.1,4.1,0.6,0.4,,,,1,
Diamond Leasing & Finance Ltd.,31-03-2014,12,21.3,367.3,367.3,68,-46.7,,,,21.3,
Diamond Realty Ltd.,31-03-2023,12,,164.4,164.4,-0.6,0.6,,,,,
